contract_id,contract_type,side,seller_id,branch_code,currency,notional,rate_type,interest_rate,settlement_date,maturity_date,tenor_months,payment_frequency,day_count,business_day_convention,amortization_type,prepayment_allowed,prepayment_penalty,guarantee_type,rating
CNT-43332B24C15E,MORTGAGE,ASSET,SLR-DE-002,ES,GBP,8239028,fixed,0.05174,2024-11-20,2049-12-09,305,quarterly,30/360,Preceding,bullet,True,0,mortgage,BB
CNT-735CA348D646,MORTGAGE,ASSET,SLR-ES-005,DE,EUR,5896602,floating,0.06189,2025-11-14,2038-03-11,150,annual,ACT/360,Preceding,linear,False,0.0087,none,AAA
CNT-01DA9EB5D174,ANNUITE,ASSET,SLR-ES-013,FR,GBP,6944202,floating,0.06774,2023-09-16,2041-08-12,218,annual,30/360,Preceding,linear,True,0,commercial,A
CNT-216E5F1D236D,SAVINGS,PASSIF,,US,EUR,44881214,fixed,0.0151,2023-06-20,2023-09-18,3,monthly,ACT/365,,,,,,
CNT-9F87F6AFF937,SAVINGS,PASSIF,,FR,USD,18777308,fixed,0.00316,2024-11-14,2025-07-12,8,monthly,ACT/365,,,,,,
CNT-9A79A88C191C,MORTGAGE,ASSET,SLR-ES-009,US,USD,4602657,floating,0.07292,2021-10-26,2031-04-07,115,annual,ACT/ACT,Following,linear,True,0.0004,personal,A
CNT-3B87EB4E1044,SAVINGS,PASSIF,,DE,USD,9903417,fixed,0.01672,2025-01-18,2027-07-07,30,monthly,ACT/365,,,,,,
CNT-C7CDDA25BAE4,MORTGAGE,ASSET,SLR-US-015,ES,EUR,5027424,fixed,0.02559,2021-06-18,2045-12-09,298,monthly,30/360,Preceding,bullet,False,0,personal,NR
CNT-4D422915D92A,ANNUITE,ASSET,SLR-US-002,ES,USD,4494270,fixed,0.04259,2022-09-26,2030-07-16,95,annual,ACT/360,ModifiedFollowing,bullet,False,0,personal,NR
CNT-690BFE24D518,BULLET,ASSET,SLR-US-007,US,EUR,9494759,floating,0.05587,2023-12-30,2028-08-05,56,annual,ACT/ACT,Preceding,bullet,False,0,personal,AA
CNT-A1FEB666D578,ANNUITE,ASSET,SLR-US-003,US,USD,4069397,fixed,0.0796,2024-11-11,2041-09-13,205,quarterly,ACT/ACT,Following,linear,False,0.0148,commercial,NR
CNT-36AA0E60F15A,REVOLVER,ASSET,SLR-ES-007,FR,GBP,7339918,floating,0.06893,2022-04-21,2027-03-26,60,monthly,ACT/365,Following,constant_installment,False,0,commercial,B
CNT-91814C12CB2B,PAM,ASSET,SLR-FR-007,US,USD,638832,fixed,0.07047,2023-05-27,2030-11-16,91,monthly,30/360,ModifiedFollowing,bullet,True,0.0073,mortgage,BB
CNT-A03DB8F8809B,MORTGAGE,ASSET,SLR-FR-008,DE,GBP,4307274,fixed,0.06467,2024-05-28,2035-05-01,133,semiannual,ACT/360,Following,linear,True,0,mortgage,A
CNT-2A016C80D37D,PAM,ASSET,SLR-ES-007,FR,GBP,7513113,floating,0.06085,2023-12-09,2052-06-09,347,quarterly,30/360,Following,bullet,True,0,mortgage,BB
CNT-DE30FD1F4EE2,CERTIFICATE_OF_DEPOSIT,PASSIF,,US,EUR,883688,fixed,0.02978,2023-10-02,2025-08-22,23,quarterly,ACT/365,,,,,,
CNT-C422BD70F5C5,REVOLVER,ASSET,SLR-US-003,US,GBP,8141617,fixed,0.05076,2024-07-23,2026-03-15,20,monthly,ACT/ACT,Following,linear,False,0.012,personal,AAA
CNT-0F5FB25E1CB4,PAM,ASSET,SLR-DE-005,FR,USD,3945388,floating,0.07258,2026-02-24,2032-10-20,81,semiannual,30/360,ModifiedFollowing,linear,True,0.0009,commercial,NR
CNT-EDE5CE72E3E7,REVOLVER,ASSET,SLR-FR-002,ES,GBP,6861714,fixed,0.03384,2025-11-22,2029-11-01,48,annual,ACT/365,ModifiedFollowing,bullet,True,0.0054,none,BB
CNT-DA32AF24AC72,CERTIFICATE_OF_DEPOSIT,PASSIF,,US,USD,46136141,fixed,0.0189,2025-02-22,2026-10-15,20,quarterly,ACT/365,,,,,,
CNT-E4EE9D81F2B8,MORTGAGE,ASSET,SLR-DE-010,US,EUR,3785522,floating,0.05761,2026-01-14,2047-09-21,264,semiannual,ACT/ACT,Following,bullet,False,0,commercial,NR
CNT-7C3B80475C42,PAM,ASSET,SLR-US-004,DE,EUR,3720608,fixed,0.05115,2024-04-25,2053-07-22,356,annual,ACT/365,ModifiedFollowing,constant_installment,True,0.0166,none,A
CNT-931117906F36,BULLET,ASSET,SLR-ES-005,FR,USD,5543613,floating,0.07187,2023-06-23,2027-05-03,47,annual,ACT/360,Preceding,linear,False,0,personal,BBB
CNT-E003308BEFB0,MORTGAGE,ASSET,SLR-ES-015,DE,GBP,2566951,fixed,0.04302,2025-09-23,2038-08-16,157,monthly,30/360,Following,linear,False,0,mortgage,BBB
CNT-B99E605CE27E,BULLET,ASSET,SLR-US-006,US,USD,3833157,fixed,0.06702,2025-04-01,2026-10-23,19,monthly,30/360,Following,constant_installment,False,0.0027,commercial,BBB
CNT-ACE3B3FF2D67,MORTGAGE,ASSET,SLR-ES-010,FR,GBP,4193038,fixed,0.06794,2026-02-24,2040-04-11,172,monthly,ACT/365,ModifiedFollowing,linear,True,0,none,AA
CNT-4ACD2E02FCD1,PAM,ASSET,SLR-FR-009,DE,EUR,2583789,fixed,0.03772,2021-09-09,2044-04-11,275,semiannual,ACT/ACT,Preceding,constant_installment,False,0.0007,mortgage,BB
CNT-E6DD4EA66595,PAM,ASSET,SLR-DE-009,ES,USD,5506657,floating,0.07317,2023-07-25,2033-08-01,122,monthly,30/360,ModifiedFollowing,constant_installment,True,0.0197,mortgage,BBB
CNT-C56E49DA93F2,MORTGAGE,ASSET,SLR-DE-015,US,EUR,4602588,floating,0.06242,2022-09-20,2046-09-14,292,semiannual,30/360,ModifiedFollowing,bullet,True,0.0054,commercial,AAA
CNT-D93C5063E634,TERM_DEPOSIT,PASSIF,,DE,USD,24400167,fixed,0.01871,2025-12-29,2026-08-26,8,quarterly,ACT/365,,,,,,
CNT-CED6DA8FE08A,CERTIFICATE_OF_DEPOSIT,PASSIF,,ES,USD,15776820,fixed,0.02258,2024-07-25,2027-06-10,35,annual,ACT/365,,,,,,
CNT-D15447B9BB29,REVOLVER,ASSET,SLR-ES-009,US,USD,5918856,floating,0.07041,2022-09-22,2025-12-05,39,quarterly,ACT/360,ModifiedFollowing,constant_installment,True,0,none,NR
CNT-8323F6932753,PAM,ASSET,SLR-ES-012,DE,USD,1817197,floating,0.07769,2023-03-29,2045-08-30,273,monthly,ACT/365,ModifiedFollowing,linear,True,0,mortgage,BB
CNT-719A8602CF20,TERM_DEPOSIT,PASSIF,,FR,EUR,5192987,fixed,0.00438,2024-03-03,2025-03-28,13,annual,ACT/365,,,,,,
CNT-A70037E727E5,PAM,ASSET,SLR-ES-001,FR,EUR,8511949,floating,0.05328,2024-07-27,2025-09-20,14,semiannual,ACT/365,ModifiedFollowing,bullet,True,0,personal,AA
CNT-282B88990F06,REVOLVER,ASSET,SLR-ES-015,DE,GBP,1287467,fixed,0.06055,2022-10-09,2026-03-22,42,quarterly,ACT/360,ModifiedFollowing,bullet,False,0.0105,mortgage,B
CNT-51FD32D62FC5,PAM,ASSET,SLR-ES-004,DE,GBP,5117197,floating,0.06681,2026-02-09,2055-09-05,360,semiannual,ACT/ACT,ModifiedFollowing,linear,False,0,commercial,AA
CNT-A6CECB8E7534,ANNUITE,ASSET,SLR-ES-008,US,GBP,7380032,floating,0.06407,2023-06-22,2031-09-08,100,annual,30/360,Preceding,linear,False,0,mortgage,AAA
CNT-200C673FFDB4,PAM,ASSET,SLR-US-009,ES,USD,9825139,floating,0.0697,2022-06-24,2037-06-05,182,monthly,ACT/365,Following,bullet,False,0,mortgage,AAA
CNT-5838056FE97F,ANNUITE,ASSET,SLR-ES-009,US,EUR,6395983,floating,0.06782,2024-10-12,2026-10-02,24,semiannual,ACT/365,ModifiedFollowing,linear,True,0,mortgage,NR
CNT-E33DF2CD0F51,PAM,ASSET,SLR-US-007,DE,USD,7314464,floating,0.06643,2022-06-02,2049-02-10,325,semiannual,30/360,ModifiedFollowing,constant_installment,True,0,commercial,BB
CNT-3A4E575DE712,BULLET,ASSET,SLR-US-005,US,EUR,8254281,fixed,0.02287,2023-05-09,2024-12-29,20,monthly,ACT/ACT,Following,bullet,False,0,none,B
CNT-D920ED6AD725,TERM_DEPOSIT,PASSIF,,ES,EUR,21947334,fixed,0.02373,2025-08-21,2027-04-13,20,annual,ACT/365,,,,,,
CNT-656C0E484F35,REVOLVER,ASSET,SLR-DE-002,US,USD,6620946,fixed,0.04699,2023-10-20,2027-03-03,41,monthly,ACT/365,Following,bullet,True,0,mortgage,BB
CNT-DB1C74EB9760,MORTGAGE,ASSET,SLR-DE-015,US,EUR,537765,fixed,0.05293,2023-08-21,2029-06-20,71,semiannual,ACT/ACT,ModifiedFollowing,constant_installment,False,0,none,B
CNT-5D4495284F4B,MORTGAGE,ASSET,SLR-US-006,DE,USD,808227,floating,0.07511,2023-04-29,2033-06-05,123,quarterly,ACT/360,Following,linear,True,0,commercial,AA
CNT-869CE43444BC,PAM,ASSET,SLR-DE-009,DE,USD,8335622,fixed,0.04827,2024-12-12,2032-11-30,97,semiannual,30/360,ModifiedFollowing,linear,True,0.0077,none,A
CNT-E1C1E0F45CBF,ANNUITE,ASSET,SLR-FR-012,ES,EUR,2373004,floating,0.05655,2025-04-09,2030-08-11,65,semiannual,ACT/360,Following,constant_installment,True,0.0113,personal,NR
CNT-0184CC7669CE,ANNUITE,ASSET,SLR-US-010,DE,EUR,7297075,floating,0.06229,2024-07-13,2042-07-09,219,monthly,ACT/ACT,Following,bullet,True,0.0124,commercial,AA
CNT-898C838E50CA,REVOLVER,ASSET,SLR-DE-014,DE,GBP,4076055,floating,0.06258,2025-07-20,2026-12-12,17,semiannual,30/360,Following,bullet,True,0.0087,commercial,A
CNT-95D7DDE1FF2F,COMMERCIAL_LOAN,ASSET,SLR-US-003,US,EUR,2918064,floating,0.0677,2023-10-17,2030-10-10,85,annual,ACT/360,Preceding,bullet,True,0,mortgage,AA
CNT-8D2852F109CE,MORTGAGE,ASSET,SLR-FR-005,ES,GBP,5365162,fixed,0.05585,2022-12-24,2050-06-30,335,quarterly,ACT/360,ModifiedFollowing,linear,False,0,commercial,A
CNT-5C0BA183893B,ANNUITE,ASSET,SLR-US-011,ES,USD,5289531,floating,0.07097,2025-08-14,2033-12-30,102,annual,ACT/360,Preceding,linear,False,0,commercial,A
CNT-4C443A94D278,PAM,ASSET,SLR-US-015,DE,EUR,1207665,fixed,0.02671,2024-10-25,2029-02-01,52,semiannual,ACT/360,Preceding,bullet,False,0,mortgage,A
CNT-D518E0841FE3,PAM,ASSET,SLR-DE-006,DE,USD,5572426,floating,0.07663,2021-12-17,2051-05-14,358,semiannual,ACT/360,Preceding,constant_installment,True,0.0025,personal,A
CNT-3C65C5200416,SAVINGS,PASSIF,,ES,EUR,11611733,fixed,0.03443,2024-04-11,2027-07-25,40,monthly,ACT/365,,,,,,
CNT-437C368F4150,MORTGAGE,ASSET,SLR-FR-013,FR,GBP,366549,floating,0.0642,2021-10-13,2042-08-24,254,semiannual,ACT/ACT,Following,constant_installment,False,0.0083,none,AAA
CNT-37D82E88EE6B,MORTGAGE,ASSET,SLR-DE-012,US,EUR,2733527,fixed,0.05277,2025-03-09,2039-01-25,169,quarterly,ACT/360,Preceding,constant_installment,False,0,none,NR
CNT-175DCD8CBE74,MORTGAGE,ASSET,SLR-US-007,ES,EUR,5967414,fixed,0.02613,2024-09-26,2037-08-19,157,quarterly,ACT/360,ModifiedFollowing,linear,True,0,personal,AAA
CNT-3C2AF701CABD,ANNUITE,ASSET,SLR-US-008,DE,USD,4484013,fixed,0.06584,2024-05-21,2032-06-08,98,annual,ACT/ACT,ModifiedFollowing,bullet,True,0.0192,none,B
CNT-C872020A63FC,MORTGAGE,ASSET,SLR-DE-014,FR,EUR,3133967,fixed,0.04147,2025-02-04,2047-10-07,276,annual,ACT/360,ModifiedFollowing,constant_installment,False,0,none,AA
CNT-4D2855CC52F5,ANNUITE,ASSET,SLR-US-006,DE,GBP,5734813,fixed,0.0314,2023-09-13,2026-06-29,34,quarterly,ACT/360,Following,bullet,True,0,mortgage,A
CNT-6680FEFC3B0A,COMMERCIAL_LOAN,ASSET,SLR-FR-010,US,GBP,2721894,floating,0.06639,2022-08-29,2032-10-05,123,quarterly,ACT/360,ModifiedFollowing,constant_installment,False,0,personal,AAA
CNT-5B70B0A128CC,BULLET,ASSET,SLR-DE-002,ES,GBP,1323659,floating,0.06607,2022-10-30,2025-09-14,35,monthly,ACT/ACT,Preceding,bullet,False,0,commercial,BB
CNT-CCF566FE5B2F,MORTGAGE,ASSET,SLR-ES-007,ES,GBP,2079162,fixed,0.06993,2022-09-03,2051-07-03,351,annual,ACT/365,ModifiedFollowing,linear,True,0,none,BB
CNT-FD7F19CF45B2,PAM,ASSET,SLR-DE-010,ES,EUR,1907143,floating,0.05725,2023-06-03,2028-03-08,58,annual,ACT/360,ModifiedFollowing,linear,False,0,personal,BBB
CNT-A6C98132C1AC,MORTGAGE,ASSET,SLR-DE-007,ES,GBP,8425830,floating,0.06963,2023-10-07,2045-11-10,269,semiannual,ACT/360,Following,linear,False,0,none,AAA
CNT-0888FF524D55,MORTGAGE,ASSET,SLR-FR-015,FR,USD,4255618,fixed,0.06803,2021-06-20,2039-03-18,216,annual,ACT/365,Preceding,constant_installment,True,0,mortgage,A
CNT-EE4D748B9723,PAM,ASSET,SLR-FR-007,DE,EUR,2424221,fixed,0.0222,2023-08-10,2053-03-05,360,monthly,ACT/365,Preceding,constant_installment,False,0.0198,mortgage,AA
CNT-636519AF95EE,PAM,ASSET,SLR-DE-003,US,EUR,5603903,floating,0.05553,2025-04-03,2050-01-22,302,quarterly,ACT/365,Preceding,bullet,False,0,personal,B
CNT-8586012D6C90,DEMAND_DEPOSIT,PASSIF,,ES,GBP,3214527,fixed,0.03592,2025-08-03,,,monthly,ACT/365,,,,,,
CNT-68AC26793CF3,BULLET,ASSET,SLR-FR-008,US,USD,1009651,fixed,0.04009,2023-01-23,2024-10-14,21,monthly,ACT/360,Preceding,constant_installment,False,0.0143,commercial,AA
CNT-1F546A53BD27,ANNUITE,ASSET,SLR-FR-006,ES,EUR,7597241,fixed,0.03648,2025-06-07,2043-04-04,217,quarterly,ACT/360,ModifiedFollowing,constant_installment,True,0.0145,none,NR
CNT-297D73B211E4,ANNUITE,ASSET,SLR-FR-009,FR,GBP,4648006,fixed,0.04133,2025-06-01,2035-12-06,128,annual,ACT/365,Preceding,linear,False,0.0189,commercial,BB
CNT-434307E82397,DEMAND_DEPOSIT,PASSIF,,FR,GBP,20589626,fixed,0.00482,2025-08-14,,,monthly,ACT/365,,,,,,
CNT-D2F48F785ED7,REVOLVER,ASSET,SLR-US-001,DE,EUR,36862,fixed,0.05217,2025-04-15,2029-05-24,50,monthly,ACT/ACT,Preceding,linear,False,0.002,mortgage,BB
CNT-B08B4667E3FC,MORTGAGE,ASSET,SLR-ES-013,ES,GBP,930660,fixed,0.03469,2025-06-07,2040-03-20,180,quarterly,ACT/360,ModifiedFollowing,bullet,False,0,commercial,AAA
CNT-0D21AEE0EB83,MORTGAGE,ASSET,SLR-FR-009,FR,USD,3031090,floating,0.07326,2021-11-18,2041-04-07,236,annual,30/360,ModifiedFollowing,linear,True,0.0065,personal,AA
CNT-AEA1D13791FA,PAM,ASSET,SLR-FR-014,ES,EUR,6984518,floating,0.06151,2024-09-01,2041-09-02,207,monthly,ACT/360,Following,linear,True,0,commercial,BB
CNT-718EF9C45BBF,ANNUITE,ASSET,SLR-US-006,ES,GBP,7263757,floating,0.06141,2025-01-31,2029-05-10,52,semiannual,ACT/360,Following,bullet,True,0.0128,mortgage,B
CNT-342D6F4F1F78,PAM,ASSET,SLR-ES-002,US,USD,6371302,floating,0.07014,2023-10-09,2051-08-13,339,quarterly,ACT/ACT,ModifiedFollowing,constant_installment,True,0,mortgage,A
CNT-B6F1C1CF7EB2,MORTGAGE,ASSET,SLR-US-014,ES,GBP,5464836,fixed,0.03557,2022-05-05,2036-02-21,168,semiannual,ACT/360,Preceding,bullet,False,0.0114,mortgage,BB
CNT-05CA6BC8E01F,ANNUITE,ASSET,SLR-US-012,US,USD,3721225,floating,0.07325,2024-04-01,2031-10-22,92,annual,30/360,Preceding,constant_installment,False,0,commercial,A
CNT-0BA7C6E31BD6,PAM,ASSET,SLR-FR-002,DE,GBP,2619931,fixed,0.04124,2024-06-18,2039-01-01,177,quarterly,30/360,ModifiedFollowing,constant_installment,True,0,personal,AA
CNT-35331A33F266,PAM,ASSET,SLR-US-002,ES,EUR,1724702,floating,0.0523,2021-05-04,2046-04-23,304,quarterly,ACT/ACT,Preceding,bullet,False,0,commercial,A
CNT-96DC7FF36D0C,REVOLVER,ASSET,SLR-ES-014,ES,GBP,6825319,fixed,0.06645,2024-09-22,2026-08-13,23,semiannual,ACT/360,ModifiedFollowing,constant_installment,False,0.0189,commercial,BB
CNT-912E235C60A9,CERTIFICATE_OF_DEPOSIT,PASSIF,,DE,GBP,47607365,fixed,0.0162,2025-02-24,2026-10-17,20,monthly,ACT/365,,,,,,
CNT-83C65290DA5C,MORTGAGE,ASSET,SLR-DE-007,FR,EUR,9421053,fixed,0.03953,2022-01-23,2032-06-29,127,monthly,ACT/ACT,Following,linear,False,0.0097,commercial,AAA
CNT-C9C90B7549DD,MORTGAGE,ASSET,SLR-FR-015,ES,GBP,5180657,fixed,0.04407,2022-01-27,2049-09-02,336,annual,30/360,ModifiedFollowing,bullet,True,0.0109,mortgage,B
CNT-DEFDD9DE929A,PAM,ASSET,SLR-FR-006,DE,USD,7701002,fixed,0.07883,2023-01-07,2030-07-29,92,monthly,ACT/365,Following,linear,False,0,mortgage,BB
CNT-1D18818F1226,REVOLVER,ASSET,SLR-ES-003,ES,EUR,781298,floating,0.06056,2023-02-15,2026-05-30,40,monthly,ACT/ACT,Preceding,linear,True,0,personal,A
CNT-0C4131D1E462,COMMERCIAL_LOAN,ASSET,SLR-US-014,US,GBP,2313831,fixed,0.03736,2023-07-25,2026-03-11,32,quarterly,ACT/360,Preceding,bullet,False,0.0166,none,B
CNT-5AAD99FD5F4D,MORTGAGE,ASSET,SLR-DE-006,FR,EUR,3315138,fixed,0.0261,2025-12-08,2050-05-01,297,quarterly,ACT/365,Preceding,bullet,True,0,mortgage,AAA
CNT-005FBBB577F5,PAM,ASSET,SLR-DE-008,DE,EUR,4097705,floating,0.06839,2023-02-27,2043-11-09,252,quarterly,ACT/ACT,Preceding,constant_installment,False,0.0188,personal,AA
CNT-CBE473FC5E34,MORTGAGE,ASSET,SLR-DE-011,DE,GBP,6438879,floating,0.0613,2021-08-26,2034-03-21,153,semiannual,30/360,ModifiedFollowing,constant_installment,False,0.0075,commercial,A
CNT-31E8F6A4CAAC,REVOLVER,ASSET,SLR-ES-014,ES,EUR,5201284,fixed,0.04111,2022-05-27,2025-05-11,36,monthly,ACT/ACT,Following,linear,True,0.0103,none,AA
CNT-FD96976FF142,PAM,ASSET,SLR-DE-013,US,USD,2017231,fixed,0.04874,2024-07-26,2052-09-27,343,monthly,30/360,Preceding,bullet,False,0.005,personal,AAA
CNT-78EB81DA8709,COMMERCIAL_LOAN,ASSET,SLR-FR-004,ES,USD,895793,floating,0.07939,2021-04-29,2034-04-21,158,quarterly,ACT/360,ModifiedFollowing,linear,True,0.0177,none,AA
CNT-8C05C85F1F92,ANNUITE,ASSET,SLR-ES-014,DE,GBP,6877903,floating,0.06926,2025-09-15,2042-09-16,207,quarterly,ACT/ACT,Following,constant_installment,True,0.0105,mortgage,NR
CNT-0D1ACE317C1D,REVOLVER,ASSET,SLR-US-013,DE,GBP,8498201,floating,0.06133,2025-08-11,2027-09-30,26,monthly,ACT/365,ModifiedFollowing,bullet,False,0,personal,BBB
CNT-C8C2993860E1,PAM,ASSET,SLR-FR-009,FR,USD,5484447,floating,0.06902,2025-06-21,2051-09-03,319,semiannual,30/360,ModifiedFollowing,linear,False,0,none,NR
CNT-88C76F3C6F40,ANNUITE,ASSET,SLR-ES-001,US,USD,4618686,floating,0.07734,2021-09-03,2031-04-14,117,quarterly,ACT/360,Preceding,bullet,True,0.002,none,AA
CNT-61C82A790AD9,MORTGAGE,ASSET,SLR-ES-004,US,USD,9252796,floating,0.07759,2024-02-18,2034-01-26,121,monthly,30/360,Following,constant_installment,False,0,personal,NR
CNT-EFB97C9B3D4C,PAM,ASSET,SLR-US-007,ES,USD,9945191,floating,0.06745,2026-02-09,2048-06-13,272,monthly,30/360,Following,bullet,True,0,personal,NR
CNT-68E49191F86E,MORTGAGE,ASSET,SLR-ES-006,FR,USD,1605184,floating,0.06714,2023-12-19,2030-12-12,85,annual,ACT/365,ModifiedFollowing,bullet,False,0.0109,personal,NR
CNT-5F7F2E59BDBE,SAVINGS,PASSIF,,ES,USD,5963877,fixed,0.02711,2023-09-15,2026-05-02,32,monthly,ACT/365,,,,,,
CNT-8079A283EFD7,BULLET,ASSET,SLR-US-012,FR,USD,9317180,floating,0.07987,2026-01-08,2027-06-02,17,monthly,ACT/360,Following,bullet,True,0.0168,personal,A
CNT-6168FDA7A3B2,REVOLVER,ASSET,SLR-FR-004,ES,GBP,4607456,floating,0.06234,2021-12-06,2026-10-11,59,annual,ACT/ACT,Preceding,bullet,False,0,mortgage,BB
CNT-3C44283D8F2E,ANNUITE,ASSET,SLR-DE-002,FR,EUR,7052971,fixed,0.04363,2023-03-30,2026-02-12,35,quarterly,ACT/365,ModifiedFollowing,linear,True,0,mortgage,AAA
CNT-642DDEEA1379,PAM,ASSET,SLR-FR-010,US,EUR,6535273,fixed,0.03773,2021-05-17,2023-06-06,25,annual,30/360,ModifiedFollowing,bullet,True,0,commercial,BB
CNT-346ECA3DC54C,REVOLVER,ASSET,SLR-US-009,ES,USD,8771179,fixed,0.07896,2023-06-15,2027-10-22,53,monthly,30/360,Preceding,constant_installment,False,0.0045,mortgage,A
CNT-C65E201FBFC6,DEMAND_DEPOSIT,PASSIF,,DE,USD,30961055,fixed,0.01543,2025-05-24,,,monthly,ACT/365,,,,,,
CNT-2A6983E22E0D,PAM,ASSET,SLR-US-002,US,GBP,6783685,floating,0.0665,2025-05-03,2034-07-15,112,annual,30/360,Preceding,constant_installment,False,0.0095,personal,NR
CNT-3596185B82D3,REVOLVER,ASSET,SLR-DE-008,DE,EUR,6559298,fixed,0.02224,2023-10-26,2027-02-07,40,quarterly,ACT/ACT,Following,linear,False,0.0115,mortgage,BB
CNT-7116F400788E,DEMAND_DEPOSIT,PASSIF,,US,USD,10675890,fixed,0.01978,2024-02-21,,,monthly,ACT/365,,,,,,
CNT-7DE7E40EC6B4,COMMERCIAL_LOAN,ASSET,SLR-FR-010,DE,USD,5303669,floating,0.07521,2023-12-23,2027-01-06,37,annual,30/360,ModifiedFollowing,constant_installment,True,0.0164,personal,AAA
CNT-F2CA462C975A,DEMAND_DEPOSIT,PASSIF,,FR,EUR,24653855,fixed,0.02137,2026-02-03,,,monthly,ACT/365,,,,,,
CNT-1A4F9F723EC6,MORTGAGE,ASSET,SLR-FR-008,DE,EUR,5698698,floating,0.05723,2025-06-03,2037-12-27,153,annual,30/360,ModifiedFollowing,linear,True,0,mortgage,BB
CNT-1F87CFCE9575,MORTGAGE,ASSET,SLR-US-001,ES,EUR,3217437,floating,0.06481,2021-12-23,2048-08-03,324,quarterly,ACT/365,Following,linear,False,0.0043,none,B
CNT-DC4337F6A274,PAM,ASSET,SLR-ES-007,US,EUR,3654223,fixed,0.04177,2026-02-20,2051-08-08,310,semiannual,30/360,Following,linear,False,0.0175,mortgage,BB
CNT-464C41BD9A06,BULLET,ASSET,SLR-FR-007,DE,GBP,721035,fixed,0.06567,2021-04-13,2022-01-08,9,semiannual,30/360,Following,constant_installment,False,0.0007,none,BB
CNT-A2880E28D2BF,PAM,ASSET,SLR-US-013,DE,GBP,4560553,floating,0.06564,2024-01-01,2050-04-14,320,monthly,30/360,Preceding,linear,False,0.0106,personal,BBB
CNT-3EA24878EEE5,MORTGAGE,ASSET,SLR-ES-013,DE,USD,6533861,fixed,0.06802,2023-09-12,2045-12-15,271,monthly,ACT/ACT,Preceding,constant_installment,False,0,commercial,B
CNT-611CF12331A8,TERM_DEPOSIT,PASSIF,,ES,GBP,18267864,fixed,0.00802,2024-01-14,2028-03-23,51,annual,ACT/365,,,,,,
CNT-034731F1A9EF,REVOLVER,ASSET,SLR-US-009,ES,GBP,1625464,fixed,0.05546,2022-04-28,2026-10-04,54,semiannual,ACT/360,ModifiedFollowing,constant_installment,True,0,commercial,A
CNT-5C607B6B8822,DEMAND_DEPOSIT,PASSIF,,US,USD,36481861,fixed,0.01777,2024-09-14,,,monthly,ACT/365,,,,,,
CNT-60CC453133EF,COMMERCIAL_LOAN,ASSET,SLR-DE-014,FR,GBP,9639795,floating,0.06101,2025-07-23,2027-01-14,18,annual,30/360,ModifiedFollowing,constant_installment,True,0,personal,AAA
CNT-4CA7D96078A2,ANNUITE,ASSET,SLR-ES-013,US,GBP,2936645,floating,0.06552,2023-02-18,2028-07-21,66,semiannual,30/360,ModifiedFollowing,constant_installment,True,0,commercial,B
CNT-8A6C9D6E59C6,BULLET,ASSET,SLR-DE-014,FR,USD,2737274,fixed,0.05642,2023-06-29,2024-10-21,16,quarterly,30/360,Preceding,bullet,True,0,mortgage,NR
CNT-22AADEB454FF,ANNUITE,ASSET,SLR-US-005,US,GBP,3007065,floating,0.06903,2021-07-05,2039-05-02,217,semiannual,ACT/365,Preceding,constant_installment,False,0,commercial,NR
CNT-DC5C37DE5EA1,PAM,ASSET,SLR-ES-012,ES,USD,9592059,fixed,0.06482,2022-10-08,2047-10-27,305,annual,ACT/ACT,ModifiedFollowing,linear,False,0,mortgage,AAA
CNT-692E4733B015,PAM,ASSET,SLR-ES-001,DE,GBP,2744506,floating,0.06729,2024-05-28,2042-04-24,218,quarterly,30/360,Following,bullet,True,0,none,A
CNT-5BE034E6C541,REVOLVER,ASSET,SLR-FR-002,ES,GBP,929526,floating,0.06023,2021-11-25,2024-10-10,35,semiannual,30/360,ModifiedFollowing,constant_installment,False,0.0008,mortgage,B
CNT-CC05B99D788C,PAM,ASSET,SLR-US-011,US,USD,3153804,floating,0.07703,2026-01-26,2033-07-18,91,annual,ACT/365,Preceding,bullet,True,0.0112,none,A
CNT-12CBD2B55E5F,PAM,ASSET,SLR-DE-003,US,GBP,6593688,fixed,0.04912,2022-04-03,2050-03-07,340,annual,ACT/360,Following,bullet,True,0,mortgage,BB
CNT-92A98C8FF27C,SAVINGS,PASSIF,,DE,EUR,32996231,fixed,0.02627,2023-06-29,2024-09-21,15,monthly,ACT/365,,,,,,
CNT-E5A3254C9032,CERTIFICATE_OF_DEPOSIT,PASSIF,,ES,USD,7845431,fixed,0.02227,2025-01-17,2029-08-24,56,quarterly,ACT/365,,,,,,
CNT-2533EF4D3DD5,MORTGAGE,ASSET,SLR-ES-011,ES,GBP,8000239,fixed,0.04765,2021-04-28,2046-09-14,309,annual,ACT/365,Preceding,constant_installment,False,0.0079,mortgage,A
CNT-431B967C3F39,MORTGAGE,ASSET,SLR-FR-010,FR,EUR,4071364,floating,0.05897,2024-09-14,2035-05-20,130,semiannual,30/360,ModifiedFollowing,constant_installment,True,0,commercial,AA
CNT-676EFA609B50,PAM,ASSET,SLR-US-005,ES,USD,4365158,floating,0.0709,2022-09-04,2045-12-02,283,semiannual,ACT/ACT,Preceding,constant_installment,False,0,commercial,NR
CNT-5C637AEA7B3B,ANNUITE,ASSET,SLR-FR-014,FR,GBP,8799147,fixed,0.03773,2023-03-08,2024-06-30,16,annual,ACT/ACT,Preceding,constant_installment,True,0.0133,commercial,BBB
